,ts,src_ip,dst_ip,src_port,dst_port,proto,service,duration,src_bytes,dst_bytes,missed_bytes,src_packets,dst_packets
320,1588207376.825007,10.0.1.6,192.168.0.4,57322,8443,tcp,ssl,0.010255098342895508,997,1823,0,7,6
321,1588207377.725935,10.0.1.6,192.168.0.4,57323,8443,tcp,ssl,0.01073002815246582,997,1823,0,7,6
322,1588207378.726085,10.0.1.6,192.168.0.4,57324,8443,tcp,ssl,0.009158134460449219,997,1823,0,7,6
323,1588207379.836103,10.0.1.6,192.168.0.4,57325,8443,tcp,ssl,0.011678934097290039,997,1823,0,7,6
324,1588207381.035974,10.0.1.6,192.168.0.4,57326,8443,tcp,ssl,0.00923299789428711,997,1823,0,7,6
325,1588207382.336171,10.0.1.6,192.168.0.4,57327,8443,tcp,ssl,0.010516166687011719,997,1823,0,7,6
326,1588207383.745083,10.0.1.6,192.168.0.4,57328,8443,tcp,ssl,0.009212017059326172,997,1823,0,7,6
327,1588207385.249013,10.0.1.6,192.168.0.4,57329,8443,tcp,ssl,0.009133100509643555,997,1823,0,7,6
328,1588207386.854907,10.0.1.6,192.168.0.4,57330,8443,tcp,ssl,0.01049184799194336,997,1823,0,7,6
329,1588207388.55629,10.0.1.6,192.168.0.4,57331,8443,tcp,ssl,0.010169029235839844,997,1823,0,7,6
330,1588207390.363502,10.0.1.6,192.168.0.4,57333,8443,tcp,ssl,0.008836030960083008,997,1823,0,7,6
331,1588207392.277294,10.0.1.6,192.168.0.4,57334,8443,tcp,ssl,0.011533975601196289,997,1823,0,7,6
332,1588207394.277755,10.0.1.6,192.168.0.4,57335,8443,tcp,ssl,0.010981082916259766,997,1823,0,7,6
333,1588207396.387224,10.0.1.6,192.168.0.4,57336,8443,tcp,ssl,0.00911092758178711,997,1823,0,7,6
334,1588207398.595422,10.0.1.6,192.168.0.4,57337,8443,tcp,ssl,0.009172916412353516,997,1823,0,7,6
335,1588207400.895707,10.0.1.6,192.168.0.4,57338,8443,tcp,ssl,0.011497020721435547,997,1823,0,7,6
336,1588207403.304534,10.0.1.6,192.168.0.4,57339,8443,tcp,ssl,0.010101079940795898,997,1823,0,7,6
337,1588207405.819886,10.0.1.6,192.168.0.4,57340,8443,tcp,ssl,0.011192083358764648,997,1823,0,7,6
338,1588207408.429068,10.0.1.6,192.168.0.4,57341,8443,tcp,ssl,0.010772943496704102,997,1823,0,7,7
339,1588207411.129511,10.0.1.6,192.168.0.4,57342,8443,tcp,ssl,0.009811878204345703,997,1947,0,7,6
340,1588207411.14028,10.0.1.6,192.168.0.4,57343,8443,tcp,ssl,0.010808944702148438,1221,1823,0,7,6
341,1588207411.151583,10.0.1.6,192.168.0.4,57344,8443,tcp,ssl,0.009751081466674805,997,1981,0,7,6
342,1588207411.165388,10.0.1.6,192.168.0.4,57345,8443,tcp,ssl,0.009374856948852539,1203,1823,0,7,6
343,1588207411.1751,10.0.1.6,192.168.0.4,57346,8443,tcp,ssl,0.007368803024291992,997,1949,0,7,6
344,1588207411.182991,10.0.1.6,192.168.0.4,57347,8443,tcp,ssl,0.009504079818725586,1158,1823,0,7,6
345,1588207411.193017,10.0.1.6,192.168.0.4,57348,8443,tcp,ssl,0.009847879409790039,1295,1823,0,7,6
346,1588207411.203184,10.0.1.6,192.168.0.4,57349,8443,tcp,ssl,0.008271217346191406,997,1823,0,7,6
347,1588207411.211885,10.0.1.6,192.168.0.4,57350,8443,tcp,ssl,0.008718013763427734,997,1823,0,7,6
348,1588207411.316917,10.0.1.6,192.168.0.4,57351,8443,tcp,ssl,0.011630058288574219,997,1823,0,7,6
349,1588207411.526566,10.0.1.6,192.168.0.4,57352,8443,tcp,ssl,0.008476972579956055,997,1823,0,7,6
350,1588207411.83654,10.0.1.6,192.168.0.4,57353,8443,tcp,ssl,0.012212038040161133,997,1823,0,7,6
351,1588207412.242103,10.0.1.6,192.168.0.4,57354,8443,tcp,ssl,0.010458946228027344,997,1823,0,7,6
352,1588207412.742293,10.0.1.6,192.168.0.4,57355,8443,tcp,ssl,0.013811111450195312,997,1823,0,7,6
353,1588207413.356504,10.0.1.6,192.168.0.4,57356,8443,tcp,ssl,0.00904393196105957,997,1823,0,7,6
354,1588207414.068154,10.0.1.6,192.168.0.4,57357,8443,tcp,ssl,0.013507843017578125,997,1978,0,7,6
355,1588207414.083901,10.0.1.6,192.168.0.4,57358,8443,tcp,ssl,0.012490034103393555,1167,1823,0,7,6
356,1588207414.096954,10.0.1.6,192.168.0.4,57359,8443,tcp,ssl,0.00801992416381836,1193,1823,0,7,6
357,1588207414.105306,10.0.1.6,192.168.0.4,57360,8443,tcp,ssl,0.009541034698486328,997,1823,0,7,6
358,1588207414.115581,10.0.1.6,192.168.0.4,57361,8443,tcp,ssl,0.00686192512512207,997,1823,0,7,6
359,1588207414.225886,10.0.1.6,192.168.0.4,57362,8443,tcp,ssl,0.010179996490478516,997,1823,0,7,6
360,1588207414.428264,10.0.1.6,192.168.0.4,57363,8443,tcp,ssl,0.010456085205078125,997,1823,0,7,6
361,1588207414.741079,10.0.1.6,192.168.0.4,57364,8443,tcp,ssl,0.013052940368652344,997,1823,0,7,6
362,1588207415.157146,10.0.1.6,192.168.0.4,57365,8443,tcp,ssl,0.011358022689819336,997,1823,0,7,6
363,1588207415.664637,10.0.1.6,192.168.0.4,57366,8443,tcp,ssl,0.009982824325561523,997,1823,0,7,6
364,1588207416.264416,10.0.1.6,192.168.0.4,57367,8443,tcp,ssl,0.010247945785522461,997,1823,0,7,6
365,1588207416.964609,10.0.1.6,192.168.0.4,57368,8443,tcp,ssl,0.009531021118164062,997,1823,0,7,6
366,1588207417.768232,10.0.1.6,192.168.0.4,57369,8443,tcp,ssl,0.009643793106079102,997,1823,0,7,6
367,1588207418.681755,10.0.1.6,192.168.0.4,57370,8443,tcp,ssl,0.010464906692504883,997,1823,0,7,6
368,1588207419.681874,10.0.1.6,192.168.0.4,57371,8443,tcp,ssl,0.009878873825073242,997,1823,0,7,6
369,1588207420.782646,10.0.1.6,192.168.0.4,57372,8443,tcp,ssl,0.009773969650268555,997,1823,0,7,6
370,1588207421.983081,10.0.1.6,192.168.0.4,57373,8443,tcp,ssl,0.019568920135498047,997,1823,0,7,6
371,1588207423.29856,10.0.1.6,192.168.0.4,57374,8443,tcp,ssl,0.009357213973999023,997,2011,0,7,6
372,1588207423.312124,10.0.1.6,192.168.0.4,57375,8443,tcp,ssl,0.009034872055053711,1167,1823,0,7,6
373,1588207423.321565,10.0.1.6,192.168.0.4,57376,8443,tcp,ssl,0.008181095123291016,997,1823,0,7,6
374,1588207423.330511,10.0.1.6,192.168.0.4,57377,8443,tcp,ssl,0.007421970367431641,997,1823,0,7,6
375,1588207423.445113,10.0.1.6,192.168.0.4,57378,8443,tcp,ssl,0.010808944702148438,1348,1823,0,7,6
376,1588207423.456302,10.0.1.6,192.168.0.4,57379,8443,tcp,ssl,0.008275985717773438,997,1823,0,7,6
377,1588207423.663903,10.0.1.6,192.168.0.4,57380,8443,tcp,ssl,0.010155916213989258,1223,1823,0,7,6
378,1588207423.674441,10.0.1.6,192.168.0.4,57381,8443,tcp,ssl,0.008539915084838867,997,1823,0,7,6
379,1588207423.991922,10.0.1.6,192.168.0.4,57382,8443,tcp,ssl,0.010374069213867188,997,1823,0,7,6
380,1588207424.394524,10.0.1.6,192.168.0.4,57383,8443,tcp,ssl,0.008961915969848633,997,1823,0,7,6
381,1588207424.910454,10.0.1.6,192.168.0.4,57384,8443,tcp,ssl,0.00993490219116211,997,1823,0,7,6
382,1588207425.524646,10.0.1.6,192.168.0.4,57385,8443,tcp,ssl,0.012403011322021484,997,1823,0,7,6
383,1588207426.226452,10.0.1.6,192.168.0.4,57386,8443,tcp,ssl,0.01013493537902832,997,1823,0,7,6
384,1588207427.026705,10.0.1.6,192.168.0.4,57387,8443,tcp,ssl,0.010380029678344727,997,1823,0,7,6
385,1588207427.933421,10.0.1.6,192.168.0.4,57388,8443,tcp,ssl,0.009653091430664062,997,1823,0,7,6
386,1588207428.933653,10.0.1.6,192.168.0.4,57389,8443,tcp,ssl,0.010626792907714844,997,1823,0,7,6
387,1588207430.037834,10.0.1.6,192.168.0.4,57390,8443,tcp,ssl,0.010795116424560547,997,1823,0,7,6
388,1588207431.238151,10.0.1.6,192.168.0.4,57391,8443,tcp,ssl,0.010175943374633789,997,1823,0,7,6
389,1588207432.538838,10.0.1.6,192.168.0.4,57392,8443,tcp,ssl,0.010367155075073242,997,2032,0,7,6
390,1588207432.552946,10.0.1.6,192.168.0.4,57393,8443,tcp,ssl,0.008821964263916016,1167,1823,0,7,6
391,1588207432.562141,10.0.1.6,192.168.0.4,57394,8443,tcp,ssl,0.007256031036376953,997,1823,0,7,6
392,1588207432.569824,10.0.1.6,192.168.0.4,57395,8443,tcp,ssl,0.006866931915283203,997,1823,0,7,6
393,1588207432.679874,10.0.1.6,192.168.0.4,57396,8443,tcp,ssl,0.0117340087890625,1417,1823,0,7,6
394,1588207432.692019,10.0.1.6,192.168.0.4,57397,8443,tcp,ssl,0.008795976638793945,997,1823,0,7,6
395,1588207432.898557,10.0.1.6,192.168.0.4,57398,8443,tcp,ssl,0.010061979293823242,997,1823,0,7,6
396,1588207433.200947,10.0.1.6,192.168.0.4,57399,8443,tcp,ssl,0.00896596908569336,997,1823,0,7,6
397,1588207433.604115,10.0.1.6,192.168.0.4,57400,8443,tcp,ssl,0.010380029678344727,997,1823,0,7,6
398,1588207434.117351,10.0.1.6,192.168.0.4,57401,8443,tcp,ssl,0.009356021881103516,997,1823,0,7,6
399,1588207434.729374,10.0.1.6,192.168.0.4,57402,8443,tcp,ssl,0.012653112411499023,997,1823,0,7,6
400,1588207435.429511,10.0.1.6,192.168.0.4,57404,8443,tcp,ssl,0.010129928588867188,997,1823,0,7,6
401,1588207436.233226,10.0.1.6,192.168.0.4,57405,8443,tcp,ssl,0.011425971984863281,997,1823,0,7,6
402,1588207437.139569,10.0.1.6,192.168.0.4,57406,8443,tcp,ssl,0.008157014846801758,997,1823,0,7,6
403,1588207438.139643,10.0.1.6,192.168.0.4,57407,8443,tcp,ssl,0.00906515121459961,997,1823,0,7,6
404,1588207439.241109,10.0.1.6,192.168.0.4,57408,8443,tcp,ssl,0.01100611686706543,997,1823,0,7,6
405,1588207440.454738,10.0.1.6,192.168.0.4,57409,8443,tcp,ssl,0.010496139526367188,997,1823,0,7,6
406,1588207441.766117,10.0.1.6,192.168.0.4,57410,8443,tcp,ssl,0.008617877960205078,997,1823,0,7,6
407,1588207443.166389,10.0.1.6,192.168.0.4,57411,8443,tcp,ssl,0.00974893569946289,997,2024,0,7,6
408,1588207443.179282,10.0.1.6,192.168.0.4,57412,8443,tcp,ssl,0.00937795639038086,1167,1823,0,7,6
409,1588207443.189068,10.0.1.6,192.168.0.4,57413,8443,tcp,ssl,0.014685869216918945,997,1823,0,7,6
410,1588207443.20479,10.0.1.6,192.168.0.4,57414,8443,tcp,ssl,0.00856781005859375,1294,1823,0,7,6
411,1588207443.213762,10.0.1.6,192.168.0.4,57415,8443,tcp,ssl,0.01099395751953125,997,1823,0,7,6
412,1588207443.33733,10.0.1.6,192.168.0.4,57416,8443,tcp,ssl,0.010846853256225586,1290,1823,0,7,6
413,1588207443.348601,10.0.1.6,192.168.0.4,57417,8443,tcp,ssl,0.009368896484375,997,1823,0,7,6
414,1588207443.555223,10.0.1.6,192.168.0.4,57418,8443,tcp,ssl,0.008590936660766602,997,1823,0,7,6
415,1588207443.855655,10.0.1.6,192.168.0.4,57419,8443,tcp,ssl,0.009020090103149414,997,1823,0,7,6
416,1588207444.258799,10.0.1.6,192.168.0.4,57420,8443,tcp,ssl,0.011884927749633789,997,1823,0,7,6
417,1588207444.774421,10.0.1.6,192.168.0.4,57421,8443,tcp,ssl,0.011340141296386719,997,1823,0,7,6
418,1588207445.383869,10.0.1.6,192.168.0.4,57422,8443,tcp,ssl,0.009449005126953125,997,1823,0,7,6
419,1588207446.095353,10.0.1.6,192.168.0.4,57423,8443,tcp,ssl,0.009781122207641602,997,1823,0,7,6
420,1588207446.899144,10.0.1.6,192.168.0.4,57424,8443,tcp,ssl,0.010661125183105469,997,1823,0,7,6
421,1588207447.811789,10.0.1.6,192.168.0.4,57425,8443,tcp,ssl,0.00910496711730957,997,1823,0,7,6
422,1588207448.811878,10.0.1.6,192.168.0.4,57426,8443,tcp,ssl,0.008773088455200195,997,1823,0,7,6
423,1588207449.911973,10.0.1.6,192.168.0.4,57427,8443,tcp,ssl,0.010843992233276367,997,1823,0,7,6
424,1588207451.118544,10.0.1.6,192.168.0.4,57428,8443,tcp,ssl,0.009491920471191406,997,1993,0,7,6
425,1588207451.130497,10.0.1.6,192.168.0.4,57429,8443,tcp,ssl,0.01001596450805664,1167,1823,0,7,6
426,1588207451.141037,10.0.1.6,192.168.0.4,57430,8443,tcp,ssl,0.007887125015258789,1193,1823,0,7,6
427,1588207451.149475,10.0.1.6,192.168.0.4,57431,8443,tcp,ssl,0.008540868759155273,997,1823,0,7,6
428,1588207451.158343,10.0.1.6,192.168.0.4,57432,8443,tcp,ssl,0.0071070194244384766,997,1823,0,7,6
429,1588207451.274943,10.0.1.6,192.168.0.4,57433,8443,tcp,ssl,0.05610084533691406,997,1947,0,7,7
430,1588207451.331835,10.0.1.6,192.168.0.4,57434,8443,tcp,ssl,0.01047205924987793,1161,1823,0,7,6
431,1588207451.342824,10.0.1.6,192.168.0.4,57435,8443,tcp,ssl,0.007386922836303711,997,1823,0,7,6
432,1588207451.350593,10.0.1.6,192.168.0.4,57436,8443,tcp,ssl,0.007931947708129883,997,1823,0,7,6
433,1588207451.462122,10.0.1.6,192.168.0.4,57437,8443,tcp,ssl,0.0092620849609375,997,1823,0,7,6
434,1588207451.665222,10.0.1.6,192.168.0.4,57438,8443,tcp,ssl,0.00929117202758789,997,1823,0,7,6
435,1588207451.965325,10.0.1.6,192.168.0.4,57439,8443,tcp,ssl,0.009042978286743164,997,1823,0,7,6
436,1588207452.369095,10.0.1.6,192.168.0.4,57440,8443,tcp,ssl,0.008759021759033203,997,1823,0,7,6
437,1588207452.869263,10.0.1.6,192.168.0.4,57441,8443,tcp,ssl,0.009718179702758789,997,1823,0,7,6
438,1588207453.484502,10.0.1.6,192.168.0.4,57442,8443,tcp,ssl,0.00877690315246582,997,1823,0,7,6
439,1588207454.190107,10.0.1.6,192.168.0.4,57443,8443,tcp,ssl,0.009871959686279297,997,1823,0,7,6
440,1588207455.002707,10.0.1.6,192.168.0.4,57444,8443,tcp,ssl,0.01133108139038086,997,1823,0,7,6
441,1588207455.903103,10.0.1.6,192.168.0.4,57445,8443,tcp,ssl,0.01140284538269043,997,1823,0,7,6
442,1588207456.915514,10.0.1.6,192.168.0.4,57446,8443,tcp,ssl,0.010853052139282227,997,1823,0,7,6
443,1588207458.015663,10.0.1.6,192.168.0.4,57447,8443,tcp,ssl,0.009582042694091797,997,1823,0,7,6
444,1588207459.215863,10.0.1.6,192.168.0.4,57448,8443,tcp,ssl,0.011255979537963867,997,1962,0,7,6
445,1588207459.22847,10.0.1.6,192.168.0.4,57449,8443,tcp,ssl,0.008037805557250977,1167,1823,0,7,6
446,1588207459.236998,10.0.1.6,192.168.0.4,57450,8443,tcp,ssl,0.0074918270111083984,1155,1823,0,7,6
447,1588207459.244794,10.0.1.6,192.168.0.4,57451,8443,tcp,ssl,0.008194208145141602,997,1823,0,7,7
448,1588207459.253028,10.0.1.6,192.168.0.4,57452,8443,tcp,ssl,0.008359193801879883,997,1823,0,7,6
449,1588207459.353519,10.0.1.6,192.168.0.4,57453,8443,tcp,ssl,0.009150028228759766,997,1823,0,7,6
450,1588207459.556786,10.0.1.6,192.168.0.4,57454,8443,tcp,ssl,0.011503934860229492,997,1823,0,7,6
451,1588207459.856849,10.0.1.6,192.168.0.4,57455,8443,tcp,ssl,0.010062932968139648,997,1823,0,7,6
452,1588207460.263167,10.0.1.6,192.168.0.4,57456,8443,tcp,ssl,0.010940074920654297,997,1823,0,7,6
453,1588207460.763473,10.0.1.6,192.168.0.4,57457,8443,tcp,ssl,0.02331686019897461,997,1823,0,7,7
454,1588207461.388511,10.0.1.6,192.168.0.4,57458,8443,tcp,ssl,0.012335062026977539,997,1823,0,7,6
455,1588207462.104176,10.0.1.6,192.168.0.4,57459,8443,tcp,ssl,0.010102033615112305,997,1823,0,7,6
456,1588207462.904071,10.0.1.6,192.168.0.4,57460,8443,tcp,ssl,0.010172843933105469,997,1823,0,7,6
457,1588207463.812696,10.0.1.6,192.168.0.4,57461,8443,tcp,ssl,0.009671926498413086,997,1823,0,7,6
458,1588207464.817003,10.0.1.6,192.168.0.4,57462,8443,tcp,ssl,0.011094093322753906,997,1823,0,7,6
459,1588207465.9169,10.0.1.6,192.168.0.4,57463,8443,tcp,ssl,0.010838985443115234,997,1823,0,7,6
460,1588207467.119351,10.0.1.6,192.168.0.4,57464,8443,tcp,ssl,0.012816190719604492,997,1823,0,7,6
461,1588207468.433249,10.0.1.6,192.168.0.4,57465,8443,tcp,ssl,0.011421918869018555,997,1823,0,7,6
462,1588207469.846719,10.0.1.6,192.168.0.4,57466,8443,tcp,ssl,0.009386062622070312,997,1823,0,7,6
463,1588207471.346985,10.0.1.6,192.168.0.4,57467,8443,tcp,ssl,0.012904882431030273,997,1823,0,7,6
464,1588207472.955568,10.0.1.6,192.168.0.4,57468,8443,tcp,ssl,0.01188802719116211,997,1823,0,7,6
465,1588207474.667646,10.0.1.6,192.168.0.4,57469,8443,tcp,ssl,0.010380029678344727,997,1823,0,7,6
466,1588207476.476728,10.0.1.6,192.168.0.4,57470,8443,tcp,ssl,0.024337053298950195,997,1823,0,7,6
467,1588207478.392492,10.0.1.6,192.168.0.4,57471,8443,tcp,ssl,0.01152491569519043,997,1823,0,7,6
468,1588207480.406883,10.0.1.6,192.168.0.4,57472,8443,tcp,ssl,0.009927034378051758,997,1823,0,7,6
469,1588207482.513188,10.0.1.6,192.168.0.4,57473,8443,tcp,ssl,0.024584054946899414,997,1823,0,7,6
470,1588207484.737342,10.0.1.6,192.168.0.4,57474,8443,tcp,ssl,0.011046171188354492,997,1919,0,7,6
471,1588207484.749054,10.0.1.6,192.168.0.4,57475,8443,tcp,ssl,0.00855708122253418,1159,1823,0,7,6
472,1588207485.006003,10.0.1.4,10.0.1.6,60879,55121,tcp,NaN,3.024379014968872,0,0,0,3,0
473,1588207492.031084,10.0.1.4,10.0.1.6,60879,55121,tcp,NaN,NaN,NaN,NaN,0,1,0
474,1588207439.015401,10.0.1.6,10.0.0.4,123,123,udp,NaN,0.001981019973754883,120,120,0,1,1
475,1588207500.042548,10.0.1.4,10.0.1.6,60879,55121,tcp,NaN,NaN,NaN,NaN,0,1,0
476,1588207485.002054,10.0.1.4,10.0.1.6,60878,135,tcp,dce_rpc,21.009445905685425,328,280,0,6,3
477,1588207222.417684,10.0.1.4,10.0.1.6,60853,445,tcp,gssapi,294.32041788101196,193919,30831,0,107,100
478,1588207482.662991,10.0.1.6,10.0.1.255,138,138,udp,NaN,NaN,NaN,NaN,0,1,0
